com,label_actual,,,,,,,,,,,,,,,,,,,,
the Government of NCT of Delhi has also the Government of NCT of Delhi role to play in the matter.,['Other'],,,,,,,,,,,,,,,,,,,,
"In spite of releasing the funds, constituting High Level Committee, submitting report to Court on the basis of which Court Court has passed the order on 29.01.2018, nothing happened to prevent the stubble burning and the stubble burning has increased this year.",['Other'],,,,,,,,,,,,,,,,,,,,
Stubble burning took place this year also.,['Other'],,,,,,,,,,,,,,,,,,,,
"That was enough to put on guard the machinery of various Governments, but guard did not act in the real earnest.",['Other'],,,,,,,,,,,,,,,,,,,,
"That is why, the incident of stubble burning for want of proper policy has taken place in utter disregard to Court's order.",['Other'],,,,,,,,,,,,,,,,,,,,
"Even the suggestions which were made in the Report, which had been considered by Court in January, 2018 that Rs. 100/- to be provided as incentive, could not be finalised is nothing but the pathetic state of affairs in which #Current Court# are put as on today.",['Fact'],,,,,,,,,,,,,,,,,,,,
The total apathy is writ large.,['Other'],,,,,,,,,,,,,,,,,,,,
"The authorities, concerned Committees, the State Governments ought to have acted to discharge The authorities, concerned Committees duties.",['Other'],,,,,,,,,,,,,,,,,,,,
Directive Principles of the State Policy have been left out of the purview of the Courts for the reason that the State Governments should have full freedom to implement those in the manner it so desires and the Courts may not become the hurdle in implementing the schemes when the State Governments have found expression in various schemes.,['Other'],,,,,,,,,,,,,,,,,,,,
the schemes cannot be permitted to remain dead letter as futility of such schemes is injurious to the very Rule of law and can create anarchy.,['Other'],,,,,,,,,,,,,,,,,,,,
"When schemes have been framed, schemes are to be implemented and #Current Court# fully agree with the submission raised by the Attorney General for #respondants# that for this pathetic state of affairs, officers cannot escape from officers responsibility and liability.",['Fact'],,,,,,,,,,,,,,,,,,,,
officers have to be held liable for officers inaction and for the situation which is being created every year.,['Other'],,,,,,,,,,,,,,,,,,,,
"When #Current Court# come to the responsibility of the officers, obviously, each and every incumbent manning the Government of NCT of Delhi also becomes responsible to take steps in the positive direction.",['Fact'],,,,,,,,,,,,,,,,,,,,
To punish farmers is not an ultimate solution.,['Other'],,,,,,,,,,,,,,,,,,,,
"To provide farmers the basic facilities, amenities and modern equipment is the call of the day, which has not taken place and the benefits which are being given to the Cooperative Societies are being usurped mostly by the big farmers.",['Other'],,,,,,,,,,,,,,,,,,,,
Small and marginal farmers are still not able to reap the fruits of these schemes/machines.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# are assured by the Chief Secretaries that the Chief Secretaries will be looking into this aspect and definitely taking action for allocating these schemes/machines to small and marginal farmers.,['Fact'],,,,,,,,,,,,,,,,,,,,
Let the Chief Secretaries consider at present even without charging anything from the Chief Secretaries.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"#Current Court# direct the State Governments to dedicate these machines, modern equipment for the service of small and marginal farmers for the time being even if necessary free of cost.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
Let concrete steps be taken and action taken report be submitted to Court within a period of one month from today by the concerned State Governments.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"We have been informed by the Chief Secretary of the #respondants# that they have ordered certain machines to be purchased in the month of July, August and September, 2019.",['Fact'],,,,,,,,,,,,,,,,,,,,
they are receiving certain machines everyday.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# expected and #Current Court# was required that steps should have been taken timely for procuring certain machines and to make they available before the harvesting season came for the crop.,['Fact'],,,,,,,,,,,,,,,,,,,,
Now #Current Court# expect the State Governments to procure certain machines as early as possible and submit a report in this regard within four weeks from today.,['Fact'],,,,,,,,,,,,,,,,,,,,
It was suggested by the Attorney General that It would be appropriate to direct the concerned Ministries of the Government of NCT of Delhi as well as the State Governments involved in the matter to prepare a comprehensive plan to take care of the situation.,['Other'],,,,,,,,,,,,,,,,,,,,
"It is a welcome suggestion and #Current Court# accept It. #Current Court# direct the Ministry of Agriculture, MoE and Forests and the States of Punjab, Haryana and Uttar Pradesh and the Government of NCT of Delhi Delhi to prepare a comprehensive scheme to take care of environmental issues and all such ancillary issues taking care of providing small and marginal farmers with modern equipment and let such a scheme be prepared not only for various States but for various other States where such facilities are lacking and are required to be provided.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"For that, modalities may be worked out as per the scheme to be framed by the Government of NCT of Delhi in collaboration/consultation with the State Governments.",['Other'],,,,,,,,,,,,,,,,,,,,
Let it be done within three months from today and the report of the steps to be taken be submitted to Court.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"For the time being, #Current Court# direct various States of Punjab, Haryana and Uttar Pradesh to disburse the money and the States of Punjab, Haryana and Uttar Pradesh should not wait for or write letters to the Government of NCT of Delhi to give certain funds for this purpose.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
"Let this purpose be released forthwith and any noncompliance of the same would be viewed seriously, is made clear to the concerned Chief Secretaries, who are present in Court.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"We will take a final call on the aspect of finance also when #Court# consider the Report of the High Level Task Force to be submitted by the Government of NCT of Delhi and after hearing the other stake holders, including the Government of NCT of Delhi.",['Other'],,,,,,,,,,,,,,,,,,,,
It has been pointed out by the learned Counsel appearing for the farmers that certain petitions are pending.,['Other'],,,,,,,,,,,,,,,,,,,,
"As prayed jointly, CWP No. 23799 of 2017 titled as ""Bhartikisan Union v #respondants# and Others"" and CWP No. 15582 of 2018 titled as ""Charanpal Singh Bagri v #respondants# and Others"" Filed by the farmers in Court Punjab and Haryana, the farmers in the High Court of Punjab are transferred to Court for being heard along with this matter.",['Fact'],,,,,,,,,,,,,,,,,,,,
"We have heard The Chief Secretary to the States of Punjab also and have pointed out the tables extracted in the order dated 04.11.2019 passed by Court there are various factors which are contributing to the pollution in Delhi such as construction and demolition, open dumping of waste, garbage, unpaved roads/pit, road dust, garbage burning and traffic congestion.",['Other'],,,,,,,,,,,,,,,,,,,,
It is apparent from the table extracted in the order dated 4.11.2019 that contribution to large extent is made by the aforesaid factors and stubble burning in various States various States has contributed to 40% to 44% only.,['Other'],,,,,,,,,,,,,,,,,,,,
It is the shocking state of affairs that in the National Capital of Delhi there are unpaved roads/pits.,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have not been able to take care of the road dust in spite of spending huge amount every year, open dumping and waste, garbage burning is still taking place.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Basically, the Corporation and the Government of NCT of Delhi has failed to prepare a proper scheme in this regard.",['Other'],,,,,,,,,,,,,,,,,,,,
"When the garbage/waste can be managed in Pune and Indore very effectively, why #Current Court# # cannot have a waste management scheme in Delhi, particularly when a waste management scheme in Delhi is the capital city and face of #respondants#.",['Fact'],,,,,,,,,,,,,,,,,,,,
"This is reflective of a total apathy of the officers and lack of planning and non accountability for the money spent, which is responsible for the situation in which #Current Court# are put today.",['Fact'],,,,,,,,,,,,,,,,,,,,
"It is only the Monitoring Committee which is doing It job effectively, otherwise position would have been much worse.",['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# expect all the authorities to take care of the situation, #Current Court# request the Sub-Committee of the High Level Task Force also to look into these aspects and compliance is made.",['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# authorize these aspects and compliance to look into these aspects and compliance, whether orders of Court in this regard are being appropriately carried out or not and submit a report to Court.",['Fact'],,,,,,,,,,,,,,,,,,,,
It has been assured by The Chief Secretary to the States of Punjab that most of the aspects will be taken care of within seven days.,['Other'],,,,,,,,,,,,,,,,,,,,
They have made a consultation with the IIT Expert on the pressure with which water to be sprinkled on the roads and chemicals to be used so as to settle the dust.,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# hope and trust that the statement made by The Chief Secretary to the States of Punjab is carried out in true letter and spirit and let a compliance report in this regard be filed in Court, taking the steps not only with respect to these works but various hotspots which have been pointed out with respect to Delhi by the Government of NCT of Delhi, with respect to other places such as Faridabad, Gurugram etc.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
#Current Court# direct The Chief Secretary to the States of Punjab to various States to take care of those hotspots and to submit a compliance report of the needful.,['Observation_finding'],,,,,,,,,,,,,,,,,,,,
"With respect to unpaved roads/pits, there should ideally be no pits/potholes as they are cause of various accidents and accidental deaths.",['Other'],,,,,,,,,,,,,,,,,,,,
There are uncovered chambers also which are left.,['Other'],,,,,,,,,,,,,,,,,,,,
Unpaved roads have also contributed to the pollution and dust.,['Other'],,,,,,,,,,,,,,,,,,,,
"Let a concrete plan in this regard, notwithstanding colony is legal and has been handed over or not, be prepared and submitted to Court by the Government of NCT of Delhi in collaboration with and consultation of the various corporations and time frame for that be also stated.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
In how much time they are going to improve the road conditions.,['Other'],,,,,,,,,,,,,,,,,,,,
Pits/potholes be taken care of positively within three weeks from today.,['Other'],,,,,,,,,,,,,,,,,,,,
This Court vide order dated 29.1.2018 has directed the constitution of a High Level Task Force to adhere to the timeline decided and compliance by all concerned.,['Fact'],,,,,,,,,,,,,,,,,,,,
Court Court has earlier directed the #respondants# to publish the report of the High Level Task Force so that people are being aware of the action being taken.,['Fact'],,,,,,,,,,,,,,,,,,,,
Publicity was to be given in print and electronic media as well.,['Other'],,,,,,,,,,,,,,,,,,,,
"Acting upon the public trust doctrine imposed upon the authorities, Court Court has disposed of the application.",['Other'],,,,,,,,,,,,,,,,,,,,
A report of the Sub-Committee of the High Level Task Force was submitted before this Court in which suggestion was made to give Rs. 100/- per quintal of incentive and disincentive both.,['Fact'],,,,,,,,,,,,,,,,,,,,
"Pursuant to the order passed by Court on 4.11.2019, The Chief Secretary to the States of Punjab placed on record a suggestion to offer financial support in the form of operational cost of Crop Residuary Management Equipment to play a positive role to achieve zero stubble burning.",['Other'],,,,,,,,,,,,,,,,,,,,
a suggestion to offer financial support in the form of operational cost of Crop Residuary Management Equipment to play a positive role to achieve zero stubble burning was proposed that an amount of Rs. 100/- per quintal would come to Rs. 2000-2500/- per acre as yield is approximately 24 quintal per acre.,['Other'],,,,,,,,,,,,,,,,,,,,
"Considering the aforesaid, #Current Court# have directed that financial support of Rs. 100/- per quintal for Non-Basmati Paddy shall be given to those farmers who have not burnt the stubble as an incentive.",['Fact'],,,,,,,,,,,,,,,,,,,,
"For in-situ crop residue, the Government of NCT of Delhi has provided a scheme of promotion of agricultural mechanization in various States of Punjab, Haryana, Uttar Pradesh and NCT of DelhiDelhi.",['Other'],,,,,,,,,,,,,,,,,,,,
For the management of straw 50% subsidy has been provided to those farmers who have not burnt the stubble as an incentive and 80% for the establishment of Custom Hiring Centres for procuring machines as mentioned in the order.,['Other'],,,,,,,,,,,,,,,,,,,,
"It was pointed out that marginal farmers and poor farmers burn the stubble as marginal farmers and poor farmers do not have means either to purchase or to hire the machines such as Super Straw Management System for Combine Harvesters, Happy Seeders, Hydraulically Reversible MB Plough, Paddy Straw Chopper, Mulcher, Rotary Slasher, Zero Till Seed Drill and Rotavators, etc.",['Other'],,,,,,,,,,,,,,,,,,,,
The interest of these classes of farmers has to be looked into by the Government of NCT of Delhi the Government of NCT of Delhi so that farmers are able to do harvesting by the modern machines and facilities.,['Other'],,,,,,,,,,,,,,,,,,,,
Court Court has noted that adequate steps have not been taken by the concerned State Governments and the Committees despite the order passed by Court.,['Other'],,,,,,,,,,,,,,,,,,,,
adequate steps have not been taken by the concerned State Governments and the Committees despite the order passed by this Court ought to have discharged adequate steps have not been taken by the concerned State Governments and the Committees despite the order passed by this Court duties.,['Fact'],,,,,,,,,,,,,,,,,,,,
Court Court also directed the Government of NCT of Delhi to dedicate certain machines with modern equipment for the service of small and marginal farmers.,['Other'],,,,,,,,,,,,,,,,,,,,
A comprehensive plan was ordered to be prepared to take care of the situation.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# have directed the Government of NCT of Delhi to work in collaboration and consultation with the State Governments State Governments to do the needful within three months and to submit a report in Court.,['Fact'],,,,,,,,,,,,,,,,,,,,
Court Court also observed as to why there is no proper system of disposal of garbage and waste management and the proper scheme has not been prepared in this regard by NCT of DelhiDelhi.,['Other'],,,,,,,,,,,,,,,,,,,,
"When it can be managed in cities like Pune and Indore effectively, it is disheartening to note that The Chief Secretary to the States of Punjab has ultimately stated that they have an arrangement for only 55% of the garbage and waste and not for the remaining 45% per year.",['Other'],,,,,,,,,,,,,,,,,,,,
"In these circumstances, #Current Court# have directed the Sub-Committee of the High Level Task Force to look after these aspects and to submit a report with respect to NCT of DelhiDelhi.",['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have also directed that unpaved roads, potholes should also be taken care of.",['Fact'],,,,,,,,,,,,,,,,,,,,
Potholes are the cause of various accidents and accidental deaths.,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# have directed that potholes be taken care of within three weeks and for unpaved roads, a comprehensive plan be prepared.",['Fact'],,,,,,,,,,,,,,,,,,,,
Court Court thereafter took up the matter on 13.11.2019 and passed the following order:,['Other'],,,,,,,,,,,,,,,,,,,,
"RE: SMOG IN DelhiWe have asked the learned Counsel appearing for the #respondants# as well as the Government of NCT of Delhi to convene a meeting by tomorrow for working out the feasibility of installation of smog towers which take care of the smog within certain range of kilometers, to say 3 to 10 kms and place their concrete proposal before #Current Court# as #Current Court# is an urgent matter from the point of view of Delhi.",['Fact'],,,,,,,,,,,,,,,,,,,,
"We direct the CPCB (CPCB) to produce the record of each and every day from 02.11.2019, including that of 11th and 12th November, 2019, which were not odd/even days, till 14.11.2019.",['Other'],,,,,,,,,,,,,,,,,,,,
The record of the month of October 2019 shall also be produced before Court.,['Other'],,,,,,,,,,,,,,,,,,,,
"The day-to-day record of the last year, maintained by CPCB, for the same period from 01.10.2018 till 31.12.2018 and January and February 2019 be also placed on record before Court.",['Other'],,,,,,,,,,,,,,,,,,,,
Let the requisite affidavit be filed on or before 15.11.2019.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"As requested by Mr. Dhruv Mehta, learned senior Counsel, let additional documents/affidavit be filed during the course of the day.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
Notice be issued in W.,['Other'],,,,,,,,,,,,,,,,,,,,
P. (C) No. 1333 of 2019 (Item No. 309 -Odd/even case) and be listed along with this matter on 15.11.2019.,['Other'],,,,,,,,,,,,,,,,,,,,
A copy of the writ petition be furnished on the standing #advocate_respondant#.,['Fact'],,,,,,,,,,,,,,,,,,,,
Court Court directed the Union Government and Government of NCT of Delhi Delhi to convene a meeting to consider the feasibility of installation of Smog Towers.,['Other'],,,,,,,,,,,,,,,,,,,,
On 15.11.2019 orders was passed by Court:,['Other'],,,,,,,,,,,,,,,,,,,,
A joint affidavit on behalf of MoE and CPCB has been given in Court today along with some letters one of which was sent to Department of Science and Technology dated 31.10.2019 (Annexure R/3) regarding establishment of towers to remove pollution but a final decision is required to be taken on the said proposal.,['Other'],,,,,,,,,,,,,,,,,,,,
the requisite affidavit is taken on record.,['Other'],,,,,,,,,,,,,,,,,,,,
"As prayed, let a decision in the matter be taken within seven days from today.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"With respect to Project Vayu, let the concerned stakeholders file the concerned stakeholders response as to how much time will be taken to note the results of the trial and the minimum period required for that.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
the requisite affidavit be filed within seven days.,['Other'],,,,,,,,,,,,,,,,,,,,
"We have heard Member Secretary, CPCB (CPCB) and other senior counsels/counsels appearing for the parties.",['Other'],,,,,,,,,,,,,,,,,,,,
"The Chief Secretary to the States of Punjab, CPCB has pointed out that pollution caused due to stubble burning has been reduced to approximately 5%, however, residue remains of the previous stubble burning that is also adding to the pollution.",['Other'],,,,,,,,,,,,,,,,,,,,
It was also pointed out that vehicular pollution adds to 28% of the total pollution of Delhi.,['Other'],,,,,,,,,,,,,,,,,,,,
"Out of that 8% is created by trucks, 1% by tractors, 3% by buses, 3% by cars, 7% by two-wheelers, 5% by three-wheelers, 1% by LCVs. He has pointed out that odd-even scheme is applied to the cars only, which contribute only 3% out of 28% of the total pollution caused by the vehicular traffic in Delhi.",['Other'],,,,,,,,,,,,,,,,,,,,
"Mr. Mukul Rohatgi, learned senior Counsel has also pointed out that applying odd-even scheme with respect to cars cannot be said to be a wholesome solution.",['Other'],,,,,,,,,,,,,,,,,,,,
"However, in the absence of the effective public transport, two-wheelers and three-wheelers plying has not been stopped.",['Other'],,,,,,,,,,,,,,,,,,,,
Another factor which is important for causing environmental pollution in Delhi and NCR region is said to be construction activities.,['Other'],,,,,,,,,,,,,,,,,,,,
"Agricultural burning is adding to 4%, industries 30% and the residential sector in the form of Bio Mass, Kerosene and LPG is adding to 10% in total.",['Other'],,,,,,,,,,,,,,,,,,,,
It was also pointed out that there are complaints that some vehicles are plying illegally using kerosene in Delhi/NCR and Delhi Pollution Control Committee (DPCC) has power and authority to check such use in Delhi.,['Other'],,,,,,,,,,,,,,,,,,,,
The DPCC can do the needful in the matter.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# direct DPCC to ensure the random checking is done of three-wheelers as well as vehicles which are being used in Delhi by corporations as well as other such bodies etc.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
as to what kind of fuel is being used.,['Other'],,,,,,,,,,,,,,,,,,,,
In NCR Region concerned pollution control bodies to do the checking.,['Other'],,,,,,,,,,,,,,,,,,,,
In case case is found that Kerosene is used not only the concerned driver/owner shall be responsible but the officers of the Department shall also be held responsible for using the kerosene oil.,['Other'],,,,,,,,,,,,,,,,,,,,
"Let random checking be done of as many vehicles as possible and a report be submitted to Court within seven days, of the checking done in this regard.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"It was also pointed out by the Member Secretary, CPCB that there are 13 hotspots which have been identified in Delhi and there were several other spots in NCR which were also pointed out in the order dated 06.11.2019.",['Other'],,,,,,,,,,,,,,,,,,,,
Some steps have been taken to take care of those hotspots but lot of steps remain to be done.,['Other'],,,,,,,,,,,,,,,,,,,,
Let Some steps be taken so as to remove the pollutants from the hotspots as ordered by Court.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Hotspots be cleared of the pollutants within a week, which is a reasonable period as stated by the Member Secretary, CPCB and compliance affidavit be filed.",['Other'],,,,,,,,,,,,,,,,,,,,
"We have asked Mr. Mukul Rohatgi, learned senior Counsel appearing on behalf of the NCT of Delhi, to find out what effective steps can be taken to curb the pollution in Delhi and NCR region, considering the onset of winter and fog conditions which are going to cause serious problem.",['Other'],,,,,,,,,,,,,,,,,,,,
We have seen that in spite of imposition of odd-even scheme the pollution in Delhi and NCR Region is increasing in the city of Delhi and the NCR region and pollution has reached to very severe level.,['Other'],,,,,,,,,,,,,,,,,,,,
Drastic steps are required to be taken by all concerned working in tandem and to cooperate with each other as it is not an adversarial litigation.,['Other'],,,,,,,,,,,,,,,,,,,,
Let the concerned authorities discharge the concerned authorities duties in view of Doctrine of Public Trust and rise to the occasion to take care of the pollution which is being caused.,['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Let Some steps be suggested to Court, as assured, on 25.11.2019.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"Some steps was also pointed out that in Haryana, Punjab and Uttar Pradesh stubble burning is still taking place.",['Other'],,,,,,,,,,,,,,,,,,,,
"Satellite images have been placed on record by Ms. Aprajita Singh, #amicus#, Mr. A.N.S. Nadkarni, learned Additional Solicitor General of #respondants# and Mr. Mukul Rohatgi, learned senior Counsel. ",['Fact'],,,,,,,,,,,,,,,,,,,,
"In the circumstances, in order to ensure that necessary steps are taken and no stubble burning takes place, the presence of the Chief Secretary of the #respondants#, Haryana and Uttar Pradesh and the NCT of Delhi is required as lot is required to be done and the pollution level is worsening in Delhi and NCR regionNCR , in spite of orders. #Current Court# direct The Chief Secretary to the States of Punjab mentioned the NCT of Delhi Delhi to file the NCT of Delhi respective affidavits of the steps taken and to remain present in Court on 25.11.2019.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"We are not dilating further on the odd-even scheme issue as it was stated by Mr. Mukul Rohatgi, learned senior Counsel, that as to odd-even scheme today is the last day.",['Other'],,,,,,,,,,,,,,,,,,,,
"Be that as it may, let further data has to be placed by CPCB as well as the Government of NCT of Delhi in this regard.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"The Delhi Development Authority (DDA), PWD/CPWD and all the Corporations of Delhi cooperate and extend full support to the Sub-Committee of the High Level Task Force, any non-compliance to be viewed seriously by Court.",['Other'],,,,,,,,,,,,,,,,,,,,
List on 25.11.2019.,['Other'],,,,,,,,,,,,,,,,,,,,
"It was pointed out by Shri Mukul Rohatgi, learned senior Counsel senior Counsel appearing on behalf of the Government of NCT of Delhi that by applying odd-even scheme with respect to cars alone cannot be said to be a wholesome solution.",['Other'],,,,,,,,,,,,,,,,,,,,
"In the absence of effective public transport, two-wheelers and three-wheelers plying have not been stopped.",['Other'],,,,,,,,,,,,,,,,,,,,
"As a matter of fact, in #Current Court#'s opinion, it is absolutely necessary to have an effective public transport system in order to ensure that plying of private vehicles is minimized.",['Observation_finding'],,,,,,,,,,,,,,,,,,,,
"Until and unless the Government of NCT of Delhi the Government of NCT of Delhi fulfills the Government of NCT of Delhi obligation to provide an effective public transport system, private vehicles are bound to be plied and adding to the problem.",['Other'],,,,,,,,,,,,,,,,,,,,
It was pointed out that 28% of the total pollution is caused by vehicular traffic.,['Other'],,,,,,,,,,,,,,,,,,,,
"Though pollution by stubble burning was reduced to 5%, one of the major factors for pollution is construction and demolition activities.",['Other'],,,,,,,,,,,,,,,,,,,,
"Agriculture burning is adding to 4%, and industries are causing 30%, residential sector in the form of Bio Mass, Kerosene and LPG are adding to 10% in total.",['Other'],,,,,,,,,,,,,,,,,,,,
Court Court also took note of the submission that certain vehicles were found plying on Kerosene.,['Other'],,,,,,,,,,,,,,,,,,,,
Court Court has issued appropriate directions in this regard also.,['Other'],,,,,,,,,,,,,,,,,,,,
Thirteen hot-spots were identified in Delhi and various other spots in NCR.,['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# have issued directions in this regard also.,['Fact'],,,,,,,,,,,,,,,,,,,,
"However, at present status report is required to be filed by Delhi and NCR region NCR with respect to these hot-spots, which have been identified and noted in the orders mentioned above.",['Other'],,,,,,,,,,,,,,,,,,,,
It was also pointed out to Court that in winter fog conditions are going to cause further deterioration of the Air Quality Index (AQI).,['Other'],,,,,,,,,,,,,,,,,,,,
Court Court thereafter directed the matter to be listed on 25.11.2019.,['Other'],,,,,,,,,,,,,,,,,,,,
Following order was passed:,['Other'],,,,,,,,,,,,,,,,,,,,
"Heard the learned Counsel for the parties and the Chief Secretaries to various States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi Delhi at length.",['Other'],,,,,,,,,,,,,,,,,,,,
#Current Court# find from the Affidavit placed by Mr. A.,['Fact'],,,,,,,,,,,,,,,,,,,,
"N.S. Nadkarni, learned ASG, that the fire count as on 07.11.2019 has increased thereafter in the States of Punjab and Haryana and Uttar Pradesh on some of the days. The situation is alarming and indicates that the order has not been complied with and for that not only the State machinery is responsible, but the farmers are also responsible. Considering the aforesaid aspects and also the Air Quality Index, it has become necessary to take care of the situation, otherwise such incidents are not going to stop in future.",['compliance'],,,,,,,,,,,,,,,,,,,,
#Current Court# are informed by The Chief Secretary to the States of Punjab to the Government of NCT of Delhi also that the Government of NCT of Delhi have arrangements to clean annually the garbage and waste to the extent of 55% only and the remaining 45% cannot be cleaned in spite of best efforts considering the annual capacity to clean the garbage/waste.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# have suo moto taken note of the water pollution in Delhi and other places as it appears that there are reports that impure water is being supplied to the people and there are reports to the contrary that samples have been manipulated.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# cannot leave the matter at that.,['Fact'],,,,,,,,,,,,,,,,,,,,
"As a matter of fact, in such a matter of air and water pollution, it is the Constitutional duty enjoined upon all the stakeholders to do the needful for providing better air and potable water.",['Other'],,,,,,,,,,,,,,,,,,,,
It was also stated by The Chief Secretary to the States of Punjab to the Government of NCT of Delhi that there are certain problems of governance.,['Other'],,,,,,,,,,,,,,,,,,,,
"The problem of governance, if any, cannot come in the way to deal with such matters.",['Other'],,,,,,,,,,,,,,,,,,,,
"It is expected from the Government of NCT of Delhi machineries not to enter into the rival claims, but to sit down together, work It out how to improve the air quality and whether potable water is being supplied or not, and how to improve the water management.",['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# are also apprised by The Chief Secretary to the States of Punjab to the State of Uttar Pradesh that the State of Uttar Pradesh are mainly focusing on eight districts, as with regard to eight districts Court Court has passed the order.",['Fact'],,,,,,,,,,,,,,,,,,,,
"The Chief Secretary to the States of Punjab has also reported to #Current Court# that stubble burning incidents, which have been increased, are in the Eastern region.",['Fact'],,,,,,,,,,,,,,,,,,,,
It may not affect Delhi and NCR regionNCR Region.,['Other'],,,,,,,,,,,,,,,,,,,,
"As a matter of fact, such approach is not understandable that the State of Uttar Pradesh has to take care of only those areas for which Court Court has issued the directions.",['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# take judicial notice of the fact that there are six other cities in the country which are reportedly more polluted in air quality index than Delhi, out of which three are stated to be in Uttar Pradesh only.",['Fact'],,,,,,,,,,,,,,,,,,,,
"Hence, #Current Court# propose to issue notice to the States of Punjab to report to #Current Court# what is the Air Quality Index in the various towns.",['Fact'],,,,,,,,,,,,,,,,,,,,
"How they are discharging they obligations with respect to lifting of the garbage, waste etc.",['Other'],,,,,,,,,,,,,,,,,,,,
"and by and large, #Current Court# can take judicial notice of the fact that similar is the situation in virtually several cities in various States.",['Fact'],,,,,,,,,,,,,,,,,,,,
"The Corporations are not having even the basic arrangements for lifting the garbage, which is being generated everyday.",['Other'],,,,,,,,,,,,,,,,,,,,
It appears to be a case of lost priorities.,['Other'],,,,,,,,,,,,,,,,,,,,
"Be that as it may, there are certain cities which are managing the garbage effectively and efficiently in #respondants#, which indicates that it can be done in effective way but there is lack of proper planning in that regard.",['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# see Yamuna river virtually turned into a sullage.,['Fact'],,,,,,,,,,,,,,,,,,,,
#Current Court# take judicial notice of this situation.,['Fact'],,,,,,,,,,,,,,,,,,,,
Similar is the position with Ganges.,['Other'],,,,,,,,,,,,,,,,,,,,
"As Similar proceeds, industrial effluents are being poured in rivers.",['Other'],,,,,,,,,,,,,,,,,,,,
Sewage is also being directly put in rivers contributing to the river water pollution.,['Other'],,,,,,,,,,,,,,,,,,,,
"#Current Court# direct the Pollution Control Boards of the States of Punjab States as well as the CPCB and various Governments to place before #Current Court# the data and material with respect to various rivers in the States of Punjab, and what steps various rivers in the concerned States are taking to curb the pollution in such rivers and to management as to industrial effluents, sewage, garbage, waste and air pollution, including the water management.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
#Current Court# club the ending case of water management with this matter.,['Fact'],,,,,,,,,,,,,,,,,,,,
It was stated by The Chief Secretary to the States of Punjab to the State of Uttar Pradesh that there are few machines by which stubble can be collected called the bailors but few machines by which stubble can be collected called the bailors are concentrated in few districts only.,['Other'],,,,,,,,,,,,,,,,,,,,
The Chief Secretary to the States of Punjab has assured #Current Court# of the fact that such bailors to be provided in different districts at block levels so that small farmers can use few machines by which stubble can be collected called the bailors for removal of the stubble.,['Fact'],,,,,,,,,,,,,,,,,,,,
"#Current Court# direct the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi also to do the needful in this regard.",['Conclusion'],,,,,,,,,,,,,,,,,,,,
"#Current Court# also issue notice to various other various States as stubble burning is taking place in various other various States also to submit a report as to the stubble burning in the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi various States and what steps the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi are taking and what the States of Punjab, Haryana, Uttar Pradesh and Government of NCT of Delhi propose to do in this regard.",['Fact'],,,,,,,,,,,,,,,,,,,,
